,단어,빈도
232,가라앉히는,2
233,가라앉힐,1
234,가락공판장에서,1
235,가락동,1
236,가랑비에,1
237,가량,27
238,가량로,1
239,가량에,1
240,가량으로,2
241,가량은,1
242,가량을,7
243,가량의,1
244,가량이,2
245,가량이라고,1
246,가량이며,1
247,가량이었던,1
248,가량인,3
249,가량입니다,1
250,가려,1
251,가려내려는,1
252,가려는,1
253,가려면,3
254,가려움증,1
255,가려졌다,1
256,가려졌던,1
257,가로,3
258,가로로,1
259,가로막을,1
260,가로막혔지만,1
261,가로세로연구소,3
262,가로세로연구소는,1
263,가로세로인가,1
264,가로지르는,2
265,가로지르며,1
266,가로채기한,1
267,가로챘다는,1
268,가루,1
269,가르는,1
270,가르시니아,2
271,가르쳐,2
272,가르쳤다,1
273,가르치는,2
274,가르치라,1
275,가를,1
276,가리더라도,1
277,가리지,1
278,가리켜,2
279,가리키는,3
280,가리키며,3
281,가리키지,1
282,가리킨다는,1
283,가린,1
284,가만,1
285,가만히,8
286,가면,6
287,가면서,3
288,가무는,1
289,가뭄,5
290,가뭄과,1
291,가뭄극복을,1
292,가뭄까지,3
293,가뭄대책상황실로,1
294,가뭄에,4
295,가뭄으로,7
296,가뭄을,1
297,가뭄의,1
298,가뭄이,7
299,가뭄정보시스템에,1
300,가뭄피해,1
301,가방,5
302,가방을,1
303,가버렸다,1
304,가버리신,1
305,가벌성,1
306,가벌성을,1
307,가벌성이나,1
308,가벌성이라든가,2
309,가벼우며,1
310,가벼운,11
311,가벼움이다,1
312,가벼워,2
313,가볍게,7
314,가볍고,1
315,가볍지,1
316,가보려,1
317,가보지,1
318,가봉해서,1
319,가봤으면,1
320,가부장제다,1
321,가쁘고,1
322,가사,4
323,가사처럼,1
324,가산금리,1
325,가산에,1
326,가산초의,1
327,가상,13
328,가상공간,1
329,가상공간에서,2
330,가상공간이나,1
331,가상과,1
332,가상사설망,1
333,가상서원,1
334,가상세계들이,1
335,가상세계에,1
336,가상세계인,1
337,가상으로,1
338,가상의,5
339,가상인간,6
340,가상인간인,1
341,가상인물인,1
342,가상자산,34
343,가상자산도,1
344,가상자산시장이,1
345,가상자산업계에,1
346,가상자산에,1
347,가상자산으로,1
348,가상자산은,1
349,가상자산을,1
350,가상자산의,3
351,가상자산이,2
352,가상자산이다,1
353,가상자산특위,1
354,가상통화,4
355,가상통화가,2
356,가상통화는,1
357,가상통화도,1
358,가상통화를,2
359,가상현실,2
360,가상화폐,55
361,가상화폐거래소,3
362,가상화폐들이,2
363,가상화폐를,3
364,가상화폐와,2
365,가상화폐의,1
366,가상화폐인,4
367,가서,22
368,가서야,1
369,가설,1
370,가설로만,1
371,가설을,1
372,가설이,2
373,가성비,3
374,가성비를,1
375,가성비와,1
376,가세연,9
377,가세연에,3
378,가세연은,1
379,가세연을,1
380,가세연의,2
381,가세연이,1
382,가세하며,1
383,가세하면서,3
384,가세했다,2
385,가속,1
386,가속도가,1
387,가속됐다,1
388,가속하며,1
389,가속하면서,1
390,가속화,2
391,가속화될,2
392,가속화로,2
393,가속화시킨,2
394,가속화하고,1
395,가속화한,1
396,가속화한다,2
397,가속화했다,2
398,가솔린,4
399,가수,20
400,가수요,1
401,가스,8
402,가스가격,1
403,가스공사에,1
404,가스류,3
405,가스를,1
406,가스산업의,1
407,가스시설,1
408,가스안전,7
409,가스안전공사,1
410,가스안전공사는,1
411,가스안전공사와,1
412,가스안전관리,4
413,가스안전분야,1
414,가스업계의,1
415,가스와,4
416,가스요금과,2
417,가스요금은,1
418,가스요금의,1
419,가스요금이,2
420,가스정책연구팀장,1
421,가슴에,2
422,가슴을,2
423,가시거리,4
424,가시적,1
425,가시적인,2
426,가시화,1
427,가시화됐다,2
428,가시화된다면,1
429,가시화하면서,1
430,가시화했다,1
431,가신,2
432,가신들아,1
433,가쓰히코에,1
434,가압시스템,1
435,가야,8
436,가야겠냐,1
437,가야겠느냐,2
438,가야농협,1
439,가야만,3
440,가야한다고,1
441,가야할,1
442,가양동,1
443,가양주,1
444,가업을,1
445,가오,1
446,가왕신화,3
447,가요,2
448,가요가,1
449,가요계,1
450,가요계의,1
451,가용,1
452,가용성,1
453,가운데서,1
454,가운데에는,2
455,가운데에서,1
456,가운데에서는,1
457,가위가,1
458,가을,1
459,가을께,1
460,가을에,3
461,가을에는,1
462,가을에도,1
463,가을철,1
464,가이드라인,1
465,가이드라인으로의,1
466,가이드라인은,1
467,가이드라인을,4
468,가이드를,4
469,가이드의,2
470,가이즈,1
471,가입,6
472,가입비,1
473,가입에,1
474,가입은,2
475,가입을,3
476,가입이,1
477,가입자,6
478,가입자가,1
479,가입자를,3
480,가입자수,1
481,가입하고,1
482,가입하는,1
483,가입하려면,1
484,가입하면,2
485,가입한,3
486,가입할,4
487,가입해,1
488,가입했기,1
489,가입했다,2
490,가입했다면,1
491,가자,1
492,가자고,1
493,가장들로부터,1
494,가장들에게,1
495,가장들이,2
496,가장자리를,1
497,가전,2
498,가전기업들이,1
499,가전업체들의,1
500,가전을,1
501,가전의,1
502,가전이,2
503,가전이나,1
504,가전제품의,1
505,가정,12
506,가정동,1
507,가정불화가,1
508,가정아래,1
509,가정에서,2
510,가정용,1
511,가정은,1
512,가정을,1
513,가정의,4
514,가정의학과,2
515,가정폭력,1
516,가정하고,1
517,가정할,2
518,가정했을,1
519,가져가게,1
520,가져가고자,1
521,가져가기도,1
522,가져가느냐,1
523,가져가느냐인데,1
524,가져가는,1
525,가져가서,2
526,가져가야,1
527,가져간다는,1
528,가져갈,2
529,가져갔다면,1
530,가져갔으면,1
531,가져갔을,1
532,가져다,1
533,가져다줄,1
534,가져보는,1
535,가져야,3
536,가져야만,1
537,가져오게,1
538,가져오겠다라는,1
539,가져오는,1
540,가져온,5
541,가져온다는,2
542,가져올,2
543,가져와봤습니다,1
544,가져와서,1
545,가져와야,1
546,가져왔나,1
547,가져왔다,1
548,가져왔다고,1
549,가져왔습니다,1
550,가져줘서,1
551,가졌는데,1
552,가졌는데요,2
553,가졌다,21
554,가졌다는,2
555,가졌죠,1
556,가졌지만,1
557,가족,13
558,가족간의,1
559,가족과,4
560,가족끼리,1
561,가족들과,1
562,가족들에게,1
563,가족들은,4
564,가족들을,1
565,가족들의,1
566,가족들이,1
567,가족력,1
568,가족력은,1
569,가족력이,1
570,가족에,1
571,가족에게,2
572,가족에게도,1
573,가족에서,1
574,가족으로서의,1
575,가족은,1
576,가족을,8
577,가족의,6
578,가족이,1
579,가족이나,1
580,가족주의는,1
581,가죽,1
582,가중시켰다는,1
583,가중처벌법상,1
584,가중치를,1
585,가중케,1
586,가중할,1
587,가중해,1
588,가지가,4
589,가지게,4
590,가지겠나,1
591,가지고서,3
592,가지급금,1
593,가지는,5
594,가지다,2
595,가지런한,2
596,가지런히,2
597,가지려,1
598,가지려는,1
599,가지려면,1
600,가지로,9
601,가지를,5
602,가지만,3
603,가지면,1
604,가지면서,2
605,가지므로,1
606,가지셨으면,1
607,가지에,1
608,가지이다,1
609,가지이며,1
610,가지이지,1
611,가지인데요,1
612,가지지,1
613,가진다,5
614,가질,9
615,가짜,7
616,가짜뉴스가,2
617,가천대,1
618,가축화되는,1
619,가치,17
620,가치가,29
621,가치관이라고,1
622,가치관적,1
623,가치는,5
624,가치도,1
625,가치들이,1
626,가치로,1
627,가치를,42
628,가치보다,1
629,가치사슬,3
630,가치사슬에,1
631,가치에,1
632,가치와,4
633,가치의,2
634,가치창출,2
635,가치창출과,2
636,가치철학을,1
637,가칭,5
638,가톨릭대,1
639,가톨릭대학교,2
640,가파르게,3
641,가파른,3
642,가팔라지고,2
643,가평,2
644,가하겠다,1
645,가하고,2
646,가하기,1
647,가하는,23
648,가할,2
649,가해,1
650,가해왔다,1
651,가해자가,1
652,가해자들은,1
653,가해자에,1
654,가해자인,1
655,가해져,1
656,가해주신,1
657,가해지는,3
658,가해지므로,1
659,가했다,1
660,가했습니다,1
661,가혹한,1
662,각각의,4
663,각결막염과,1
664,각결막염은,1
665,각결막염의,1
666,각결막염이,1
667,각계,5
668,각계에서,1
669,각광받고,3
670,각광받는,1
671,각국,8
672,각국가에서는,1
673,각국에,1
674,각국의,6
675,각국이,3
676,각급,1
677,각기,3
678,각도를,3
679,각료,1
680,각료회의,1
681,각막,3
682,각막부종에,1
683,각막에,1
684,각별한,2
685,각별히,6
686,각본도,1
687,각색한,1
688,각서,2
689,각서는,1
690,각서와,1
691,각성을,2
692,각양각색,1
693,각오가,1
694,각오다,1
695,각오로,1
696,각오를,2
697,각오와,2
698,각을,1
699,각의,1
700,각인돼,1
701,각자의,8
702,각지,1
703,각지에,1
704,각질을,2
705,각질층이,1
706,각축전,1
707,간,117
708,간간이,2
709,간거라,1
710,간격,1
711,간격으로,2
712,간격을,3
713,간격이,1
714,간결한,1
715,간경변증,3
716,간경변증은,1
717,간경변증을,3
718,간경변증이,2
719,간과하기,1
720,간극을,1
721,간다,4
722,간다는,3
723,간다라고,1
724,간단,1
725,간단하거나,1
726,간단하게,3
727,간단하고,1
728,간단한,4
729,간단해,1
730,간단히,5
731,간담회,10
732,간담회는,1
733,간담회를,8
734,간담회에,3
735,간담회에는,1
736,간담회에서,5
737,간담회에서는,1
738,간담회에서도,2
739,간만의,1
740,간밤,1
741,간사가,10
742,간사단,1
743,간사로,1
744,간섭이,1
745,간섭하는,1
746,간섭하지,1
747,간성뇌증,1
748,간성뇌증이,1
749,간세포,1
750,간소화,1
751,간소화에,1
752,간소화하는,1
753,간소화하면서,1
754,간소화해,1
755,간식,2
756,간식으로,1
757,간식을,3
758,간신히,1
759,간암,3
760,간에,11
761,간에도,1
762,간염,2
763,간염이나,1
764,간염이었지만,1
765,간으로,2
766,간은,2
767,간의,16
768,간이나,1
769,간이식,1
770,간자반병,1
771,간절하게,1
772,간절함과,1
773,간절함도,1
774,간절했을,1
775,간절히,3
776,간접,1
777,간접적으로,1
778,간주한다,1
779,간주했다,1
780,간직하면서도,1
781,간직한,2
782,간직할,1
783,간판,1
784,간판과,1
785,간판들과,1
786,간판은,1
787,간판이,2
788,간편식,4
789,간편식을,1
790,간편하게,1
791,간편하고,1
792,간편한,2
793,간편히,1
794,간헐성,1
795,간헐적인,3
796,간호본부,1
797,간호사,1
798,간혹,2
799,갇히거나,1
800,갇히다,1
801,갈,38
802,갈급한,1
803,갈기갈기,1
804,갈등,21
805,갈등과,5
806,갈등도,1
807,갈등들이,1
808,갈등만,1
809,갈등설로까지,1
810,갈등에,6
811,갈등은,6
812,갈등을,16
813,갈등의,12
814,갈등이,30
815,갈등이다,1
816,갈등이라고,1
817,갈등이라는,1
818,갈등처럼,2
819,갈등해결을,1
820,갈라,1
821,갈라져,1
822,갈라져서,2
823,갈라진,1
824,갈라치기,1
825,갈래가,1
826,갈려서,1
827,갈리는,2
828,갈린,1
829,갈린다,1
830,갈망을,1
831,갈망제,1
832,갈무리,13
833,갈비찜,1
834,갈비탕,1
835,갈색,1
836,갈수록,2
837,갈아,1
838,갈아도,1
839,갈아야,1
840,갈아치웠다,3
841,갈아치웠습니다,1
842,갈아타야,1
843,갈증을,1
844,갈증이,1
845,갈지,1
846,갈피,1
847,감,1
848,감각,1
849,감각으로,3
850,감각을,4
851,감각이,1
852,감각장애,1
853,감각적,1
854,감각적인,1
855,감격했던,1
856,감귤,3
857,감귤거래를,1
858,감귤과,1
859,감귤은,1
860,감기지,1
861,감내,1
862,감내가,1
863,감놔라,1
864,감당하고,1
865,감당하기,2
866,감당하지,1
867,감당할,3
868,감당합니다,1
869,감도,1
870,감도가,1
871,감도라든지,1
872,감도란,1
873,감독,14
874,감독과,2
875,감독상과,1
876,감독상을,4
877,감독은,10
878,감독의,11
879,감독이,7
880,감독이다,1
881,감독하는,1
882,감돌겠습니다,1
883,감동시키기,1
884,감동을,2
885,감동해서,1
886,감량,2
887,감량해,1
888,감면,1
889,감면됩니다,1
890,감면받을,1
891,감면할,1
892,감미로운,1
893,감미료가,1
894,감바스,1
895,감복하도록,1
896,감사,11
897,감사는,2
898,감사담당관,1
899,감사드리고,1
900,감사드리며,2
901,감사드린다,7
902,감사드립니다,3
903,감사를,2
904,감사에,1
905,감사와,1
906,감사원,9
907,감사원은,2
908,감사원이,1
909,감사하게,1
910,감사하고,2
911,감사하다,5
912,감사하다고,1
913,감사한다,2
914,감사했다,1
915,감상을,1
916,감상할,3
917,감상해주시면,1
918,감성,3
919,감성으로,1
920,감성을,2
921,감성의,1
922,감성이,2
923,감성지수가,1
924,감세,1
925,감소,18
926,감소가,2
927,감소는,1
928,감소되고,1
929,감소된,1
930,감소된다,1
931,감소라고,2
932,감소로,6
933,감소를,3
934,감소뿐,1
935,감소세가,4
936,감소세는,1
937,감소세를,1
938,감소시켜,2
939,감소시키고,1
940,감소시키는,1
941,감소시킨다고,1
942,감소시킬,1
943,감소에,2
944,감소였다,1
945,감소와,2
946,감소율에,1
947,감소율이,1
948,감소의,2
949,감소하고,2
950,감소하는,6
951,감소하면서,2
952,감소하지,1
953,감소한,15
954,감소한다,4
955,감소한다는,2
956,감소할,3
957,감소했기,1
958,감소했다,11
959,감소했다고,6
960,감소했던,2
961,감소했습니다,1
962,감소했지만,3
963,감수하더라도,2
964,감수할,1
965,감수해야,1
966,감시,13
967,감시사회에서,1
968,감시에,1
969,감시와,1
970,감시자,1
971,감시할,1
972,감싸고,1
973,감싸기,1
974,감싸는,1
975,감싸면서도,1
976,감싼,1
977,감아차,1
978,감안,1
979,감안하더라도,2
980,감안하면,6
981,감안한,1
982,감안할,2
983,감안해,20
984,감안해도,1
985,감안했다,3
986,감안했지만,1
987,감염,9
988,감염돼,1
989,감염됐으며,1
990,감염되고,1
991,감염되는지는,1
992,감염되면,1
993,감염된,3
994,감염된다,1
995,감염될,2
996,감염병,4
997,감염병대책위원장,1
998,감염병위기관리전문위원회,1
999,감염성,3
1000,감염에,2
1001,감염원을,1
1002,감염으로,1
1003,감염을,1
1004,감염이,8
1005,감염자,7
1006,감염자가,2
1007,감염자와의,1
1008,감염자의,1
1009,감염증,20
1010,감염취약시설,1
1011,감염한,6
1012,감염해,3
1013,감영병,1
1014,감옥,3
1015,감옥간다,5
1016,감옥에,4
1017,감원,1
1018,감원을,1
1019,감원할,2
1020,감원해야,1
1021,감이,4
1022,감자,1
1023,감전의,1
1024,감정,5
1025,감정가격,1
1026,감정가의,1
1027,감정들을,1
1028,감정싸움,1
1029,감정싸움은,1
1030,감정싸움처럼,1
1031,감정싸움하면,1
1032,감정에,2
1033,감정의,1
1034,감정이,6
1035,감정적,1
1036,감정적인,1
1037,감정평가,1
1038,감정평가금액으로,1
1039,감정평가액,1
1040,감정평가액을,2
1041,감정표출,1
1042,감제하는,1
1043,감지,4
1044,감지기,1
1045,감지기가,1
1046,감지는,1
1047,감지됐다,1
1048,감지됐다고,1
1049,감지됐습니다,1
1050,감지되면,1
1051,감지된,3
1052,감지될,1
1053,감지됩니다,1
1054,감지센서,2
1055,감지하는,1
1056,감지하면,1
1057,감지해,2
1058,감찰반원이,1
1059,감천,1
1060,감추고,3
1061,감추던,1
1062,감추려,1
1063,감추어져,1
1064,감추지,1
1065,감축,8
1066,감축되고,1
1067,감축목표,1
1068,감축목표는,1
1069,감축은,1
1070,감축을,2
1071,감축하기로,1
1072,감축하는,2
1073,감축한,1
1074,감축한다는,1
1075,감출,1
1076,감췄다,1
1077,감탄스러웠고,1
1078,감탄을,1
1079,감탄이,1
1080,감탄하며,1
1081,감퇴,1
1082,감포,1
1083,감항성,2
1084,감행,1
1085,감행할,1
1086,감행했다,2
1087,감형된,1
1088,감형한,1
1089,감호소,1
1090,감히,2
1091,갑,2
1092,갑니까,1
1093,갑니다,2
1094,갑상샘기능항진증,1
1095,갑상선,1
1096,갑상선염,1
1097,갑인,1
1098,갑자가,1
1099,갑자기,28
1100,갑작스러운,2
1101,갑작스런,1
1102,갑작스럽게,3
1103,갑작스레,4
1104,갑질이라고까지,1
1105,값,2
1106,값도,1
1107,값에,4
1108,값은,2
1109,값을,5
1110,값이,5
1111,값이다,1
1112,값이라도,1
1113,값인,1
1114,값진,1
1115,갓길을,1
1116,갓녀,1
1117,갓생기획,1
1118,갓생기획실,1
1119,갓생기획실은,1
1120,갓생기획실을,3
1121,갓생기획이,1
1122,갔거나,1
1123,갔고,3
1124,갔냐,3
1125,갔느냐,1
1126,갔는데,1
1127,갔는지,2
1128,갔다,12
1129,갔다가,2
1130,갔다고,1
1131,갔다는,1
1132,갔습니까,1
1133,갔습니다,1
1134,갔어야,1
1135,갔으나,2
1136,갔으면,2
1137,갔을까,1
1138,강,75
1139,강간한,1
1140,강건택,3
1141,강게오르기,1
1142,강경,8
1143,강경기조를,6
1144,강경래,4
1145,강경주,3
1146,강경파,4
1147,강경한,2
1148,강과,1
1149,강구,1
1150,강구하겠으며,1
1151,강구해야,1
1152,강국을,1
1153,강국이,1
1154,강근주,1
1155,강기정,6
1156,강나훔,4
1157,강남,5
1158,강남구,10
1159,강남세브란스병원,1
1160,강남역,1
1161,강남의,1
1162,강남점과,1
1163,강다니엘,1
1164,강당에,1
1165,강대강,7
1166,강대강의,1
1167,강대식,1
1168,강대현,1
1169,강대희,3
1170,강도,8
1171,강도가,6
1172,강도는,2
1173,강도도,1
1174,강도들이,2
1175,강도로,1
1176,강도를,5
1177,강도림,1
1178,강도사건,1
1179,강도에,1
1180,강동경희대병원,1
1181,강동구,3
1182,강동구청,1
1183,강동완,5
1184,강동원,1
1185,강동호,4
1186,강력,6
1187,강력반,1
1188,강력반이,1
1189,강력하게,6
1190,강력하고,1
1191,강력한,22
1192,강력해진,1
1193,강력히,5
1194,강렬하게,1
1195,강렬하고,1
1196,강렬하고도,1
1197,강렬한,5
1198,강릉,8
1199,강릉국제영화제,1
1200,강릉시는,1
1201,강릉시와,1
1202,강릉에서,1
1203,강릉의,1
1204,강릉이,1
1205,강민경,3
1206,강민구,8
1207,강민철,1
1208,강민혜,2
1209,강바닥,1
1210,강박적으로,1
1211,강박증이,1
1212,강병원,5
1213,강병철,6
1214,강보현,1
1215,강북구,2
1216,강사,3
1217,강사는,1
1218,강사라면,1
1219,강사로,1
1220,강사완,1
1221,강사의,1
1222,강서경,1
1223,강서구,1
1224,강서을,2
1225,강석민,2
1226,강성,12
1227,강성당원들의,1
1228,강성미,1
1229,강성웅,2
1230,강성웅입니다,1
1231,강성주,2
1232,강성지지자들께서,1
1233,강성후,2
1234,강세,1
1235,강세다,1
1236,강세를,1
1237,강소연구개발특구,1
1238,강수,7
1239,강수량,3
1240,강수량도,2
1241,강수량으로,1
1242,강수량은,14
1243,강수량을,2
1244,강수량의,2
1245,강수량이,4
1246,강수련,1
1247,강수를,1
1248,강수의,1
1249,강수확률,7
1250,강수확률은,4
1251,강스템바이오텍,1
1252,강승우,2
1253,강신업,6
1254,강신업이,1
1255,강아랑,10
1256,강약약강,1
1257,강에,1
1258,강연,7
1259,강연과,1
1260,강연도,1
1261,강연에,1
1262,강연에서,2
1263,강연은,3
1264,강연을,5
1265,강연의,2
1266,강연이,2
1267,강연자들이,1
1268,강연자로,1
1269,강연중인,3
1270,강연하고,1
1271,강연한다,1
1272,강연해,1
1273,강연했다,3
1274,강연했던,2
1275,강영호,1
1276,강예슬,1
1277,강예신,1
1278,강옥동,1
1279,강왕락,1
1280,강요,2
1281,강요로,2
1282,강요받고,2
1283,강요하는,1
1284,강요하는데,1
1285,강요한,1
1286,강용석,5
1287,강용식,1
1288,강우량과,1
1289,강우량에,1
1290,강우량은,2
1291,강우량의,1
1292,강원,41
1293,강원과,4
1294,강원기,2
1295,강원도,17
1296,강원도가,1
1297,강원도교육청이,1
1298,강원도는,1
1299,강원도로,1
1300,강원도로는,1
1301,강원도민일보,3
1302,강원도에,1
1303,강원도의,5
1304,강원도지사가,1
1305,강원도청사,1
1306,강원산지와,2
1307,강원영동과,1
1308,강원영서,1
1309,강원영서남부,1
1310,강원영서남부에,2
1311,강원영서북부에는,1
1312,강원영서와,1
1313,강원지방통계지청,1
1314,강원지방통계지청의,1
1315,강원지역,1
1316,강유라,1
1317,강윤선,2
1318,강으로,2
1319,강은,1
1320,강을,2
1321,강의,3
1322,강의도,1
1323,강의료,1
1324,강의를,5
1325,강의한다,1
1326,강의할,1
1327,강인선,4
1328,강인한,5
1329,강인함,1
1330,강인해,1
1331,강자,2
1332,강자로서,1
1333,강자에게,1
1334,강전일,2
1335,강점과,1
1336,강점기에,1
1337,강점으로,2
1338,강점을,3
1339,강점이,2
1340,강점이다,1
1341,강정마을,1
1342,강정민,1
1343,강정원,1
1344,강정희,1
1345,강제,5
1346,강제력,1
1347,강제로,3
1348,강제수사,1
1349,강제처분,1
1350,강제출국,1
1351,강제퇴거,3
1352,강제하나,1
1353,강조,2
1354,강조기간,2
1355,강조되고,1
1356,강조되는,1
1357,강조되어야,1
1358,강조된다,1
1359,강조를,1
1360,강조하고,6
1361,강조하고자,2
1362,강조하는,5
1363,강조하며,12
1364,강조하면서,3
1365,강조하면서도,1
1366,강조하시던데,1
1367,강조하신,1
1368,강조한,9
1369,강조한다,1
1370,강조할,2
1371,강조해,2
1372,강조해온,1
1373,강조했고,1
1374,강조했는데요,1
1375,강조했다,95
1376,강조했다는,1
1377,강조했던,1
1378,강조했습니다,26
1379,강조했으나,1
1380,강좌,1
1381,강주리,1
1382,강주화,1
1383,강진구,2
1384,강철노연온수,1
1385,강철노연온수보일러,1
1386,강철부대,1
1387,강청완,1
1388,강타했다,1
1389,강팀과,1
1390,강푸른,2
1391,강푸른입니다,1
1392,강풍,9
1393,강풍과,3
1394,강풍도,1
1395,강풍으로,2
1396,강풍은,3
1397,강풍이,22
1398,강하게,30
1399,강하겠습니다,2
1400,강하고,2
1401,강하기는,1
1402,강하다,2
1403,강하다는,1
1404,강하면,1
1405,강하지,1
1406,강하지는,1
1407,강한,64
1408,강한들,1
1409,강할수록,2
1410,강함의,1
1411,강해,2
1412,강해상,4
1413,강해서,2
1414,강해수,1
1415,강해진,1
1416,강해진다,2
1417,강해질,4
1418,강했다,1
1419,강행,4
1420,강행과,1
1421,강행규정으로,2
1422,강행된,1
1423,강행될,1
1424,강행에,1
1425,강행을,2
1426,강행의,1
1427,강행하게,1
1428,강행하겠다는,1
1429,강행하기에,1
1430,강행하나,1
1431,강행하면,1
1432,강행한,2
1433,강행할,4
1434,강행했겠나,1
1435,강행했는데,1
1436,강행했습니다,1
1437,강행했을,1
1438,강현준,1
1439,강형욱,1
1440,강호동,1
1441,강호성,1
1442,강호진,1
1443,강화,22
1444,강화가,6
1445,강화는,1
1446,강화대교를,1
1447,강화도,1
1448,강화도는,1
1449,강화됐다,1
1450,강화됐다고,1
1451,강화됐음에도,1
1452,강화되고,1
1453,강화되어,2
1454,강화되었다,1
1455,강화된,6
1456,강화된다,1
1457,강화될,3
1458,강화됩니다,1
1459,강화라든지,2
1460,강화로,1
1461,강화를,16
1462,강화석,1
1463,강화에,7
1464,강화에도,1
1465,강화엔,1
1466,강화와,2
1467,강화유리로,1
1468,강화의,1
1469,강화입니다,1
1470,강화하겠다고,2
1471,강화하겠다는,1
1472,강화하고,11
1473,강화하기,10
1474,강화하기까지,1
1475,강화하기로,1
1476,강화하길,1
1477,강화하는,10
1478,강화하려고,1
1479,강화하려는,2
1480,강화하면,1
1481,강화하면서,2
1482,강화한,7
1483,강화한다,2
1484,강화한다는,3
1485,강화할,8
1486,강화함으로써,1
1487,강화해,7
1488,강화해야,2
1489,강화해온,1
1490,강화해왔다고,1
1491,강화했고,1
1492,강화했다,2
1493,강화했다고,1
1494,강화했다는,1
1495,강효상,1
1496,강훈식,2
