,단어,빈도
341,감사했다,1
342,감상을,1
343,감상할,2
344,감상해주시면,1
345,감성,2
346,감성으로,1
347,감성의,1
348,감성이,2
349,감성지수가,1
350,감소,4
351,감소되고,1
352,감소된다,1
353,감소세가,2
354,감소세는,1
355,감소시켜,1
356,감소시키는,1
357,감소시킨다고,1
358,감소에,1
359,감소의,2
360,감소하지,1
361,감소한,1
362,감소한다,3
363,감소한다는,1
364,감수하더라도,1
365,감시사회에서,1
366,감시자,1
367,감싸고,1
368,감싼,1
369,감아차,1
370,감안하면,1
371,감안해,1
372,감안해도,1
373,감염,2
374,감염돼,1
375,감염되면,1
376,감염된다,1
377,감염될,1
378,감염병,2
379,감염병위기관리전문위원회,1
380,감염에,1
381,감염원을,1
382,감염으로,1
383,감염을,1
384,감염자와의,1
385,감염증,11
386,감염취약시설,1
387,감옥에,1
388,감이,1
389,감정,4
390,감정들을,1
391,감정의,1
392,감정이,2
393,감정적,1
394,감정적인,1
395,감정표출,1
396,감제하는,1
397,감지,1
398,감지될,1
399,감추고,1
400,감추던,1
401,감추려,1
402,감추어져,1
403,감추지,1
404,감축,8
405,감축목표,1
406,감축목표는,1
407,감축을,1
408,감축하는,1
409,감축한,1
410,감탄스러웠고,1
411,감탄을,1
412,감탄이,1
413,감탄하며,1
414,감퇴,1
415,감항성,2
416,감호소,1
417,감히,2
418,갑,1
419,갑상샘기능항진증,1
420,갑상선,1
421,갑상선염,1
422,갑자기,15
423,갑작스러운,2
424,갑작스런,1
425,갑작스럽게,3
426,갑작스레,4
427,값을,1
428,값진,1
429,갓생기획,1
430,갓생기획실,1
431,갓생기획실은,1
432,갓생기획실을,3
433,갓생기획이,1
434,갔고,1
435,갔다,2
436,갔다가,1
437,갔습니다,1
438,강,2
439,강간한,1
440,강경주,1
441,강근주,1
442,강남,1
443,강남구,3
444,강남세브란스병원,1
445,강남역,1
446,강남점과,1
447,강대희,3
448,강도,2
449,강도가,1
450,강도는,1
451,강도를,2
452,강도에,1
453,강동경희대병원,1
454,강동원,1
455,강동호,4
456,강력반,1
457,강력반이,1
458,강력하게,1
459,강력한,3
460,강렬하게,1
461,강렬하고,1
462,강렬하고도,1
463,강렬한,4
464,강릉,5
465,강릉국제영화제,1
466,강릉에서,1
467,강릉의,1
468,강릉이,1
469,강민구,2
470,강박적으로,1
471,강사는,1
472,강사라면,1
473,강서경,1
474,강수,3
475,강수량,2
476,강수량은,11
477,강수량을,1
478,강수량의,2
479,강수량이,3
480,강수의,1
481,강수확률,2
482,강아랑,10
483,강연,2
484,강연에서,1
485,강연자로,1
486,강연중인,3
487,강연해,1
488,강연했다,1
489,강예신,1
490,강옥동,1
491,강우량은,2
492,강우량의,1
493,강원,39
494,강원과,4
495,강원도,10
496,강원도교육청이,1
497,강원도로,1
498,강원도민일보,3
499,강원도에,1
500,강원산지와,2
501,강원영동과,1
502,강원영서,1
503,강원영서남부,1
504,강원영서남부에,2
505,강원영서북부에는,1
506,강원영서와,1
507,강유라,1
508,강윤선,2
509,강의도,1
510,강의를,1
511,강의한다,1
512,강인한,3
513,강인함,1
514,강자로서,1
515,강점기에,1
516,강제,1
517,강제출국,1
518,강제퇴거,2
519,강조하고,2
520,강조하는,1
521,강조하며,3
522,강조한,2
523,강조한다,1
524,강조했다,10
525,강조했다는,1
526,강조했습니다,1
527,강좌,1
528,강주화,1
529,강철부대,1
530,강팀과,1
531,강푸른,2
532,강푸른입니다,1
533,강풍과,1
534,강풍도,1
535,강풍은,1
536,강풍이,3
537,강하게,14
538,강하겠습니다,2
539,강하고,2
540,강하지,1
541,강한,12
542,강한들,1
543,강할수록,1
544,강함의,1
545,강해상,4
546,강해서,1
547,강해진,1
548,강해진다,2
549,강호동,1
550,강화,4
551,강화대교를,1
552,강화도는,1
553,강화를,1
554,강화엔,1
555,강화와,1
556,강화하는,3
557,강화한다는,1
558,강화할,1
559,갖게,3
560,갖기로,1
561,갖는,1
562,갖도록,1
563,갖은,1
564,갖추고,1
565,갖추었다,1
566,갖춘,4
567,갖출,1
568,갖춰,1
569,갖췄다,1
570,같거나,1
571,같고,3
572,같고요,2
573,같기도,2
574,같네,1
575,같다고,2
576,같다는,2
577,같습니다,3
578,같아,2
579,같아서,1
580,같아야,1
581,같아요,11
582,같았다,1
583,같으면,2
584,같은날부터,1
585,같은달,1
586,같은달과,1
587,같은데,2
588,같은데요,1
589,같은지를,1
590,같을,1
591,같이보러가자,1
592,같잖다,1
593,같지,1
594,같지만,2
595,개가,10
596,개개인의,2
597,개경과,1
598,개관,3
599,개관하는,1
600,개국,8
601,개국에,2
602,개그맨,1
603,개까지,1
604,개나,1
605,개념을,2
606,개념이,1
607,개당,1
608,개로,3
609,개를,4
610,개막,5
611,개막공연을,1
612,개막과,1
613,개막부터,2
614,개막식과,1
615,개막식에는,1
616,개막식을,1
617,개막식이,1
618,개막에,2
619,개막작은,1
620,개막전,1
621,개막하는,1
622,개막해,1
623,개막했다,2
624,개막했습니다,1
625,개만,1
626,개면서,1
627,개발,2
628,개발돼,1
629,개발된,1
630,개발로,1
631,개발에도,1
632,개발을,4
633,개발의,1
634,개발하고,2
635,개발하는,1
636,개발한,3
637,개발할,1
638,개발해,3
639,개발했다,1
640,개방,2
641,개방각녹내장,1
642,개방감을,1
643,개방된,1
644,개별,5
645,개별인정형,1
646,개별적,1
647,개복,1
648,개봉,13
649,개봉을,2
650,개봉작,1
651,개봉한,3
652,개봉할,1
653,개봉합니다,1
654,개봉해,2
655,개선,7
656,개선되지,1
657,개선될,1
658,개선에,1
659,개선이,1
660,개선이라는,1
661,개선한다,1
662,개선할,1
663,개선해,2
664,개설했다,1
665,개성,2
666,개성과,1
667,개성에,1
668,개성을,1
669,개소식에서,1
670,개소했다,1
671,개수,1
672,개수는,1
673,개시일로부터,2
674,개씩,1
675,개에,1
676,개와,2
677,개운치,1
678,개울,1
679,개월,18
680,개월에서,1
681,개월이,2
682,개의,8
683,개이고,1
684,개인,12
685,개인과,1
686,개인별,1
687,개인에게만,1
688,개인을,1
689,개인의,5
690,개인이,4
691,개인적,1
692,개인적으로,3
693,개인전과,1
694,개인전을,1
695,개인활동,1
696,개인활동을,1
697,개입도,1
698,개장,1
699,개장하고,1
700,개장하는,2
701,개장합니다,1
702,개정돼,1
703,개주,1
704,개체,3
705,개체식별,1
706,개최,5
707,개최는,1
708,개최됐고,1
709,개최됐다,1
710,개최되는,1
711,개최된다,1
712,개최될,1
713,개최하는,5
714,개최한,2
715,개최한다,1
716,개최할,1
717,개최합니다,1
718,개최해,1
719,개최했다,2
720,개최했다고,1
721,개통,3
722,개편을,1
723,개회사,1
724,개흉,1
725,객관적,1
726,객관적으로,4
727,객석의,1
728,객실,1
729,객실과,1
730,객원기자,4
731,갠더,1
732,갤러리,10
733,갤러리가,3
734,갤러리는,2
735,갤러리들을,1
736,갤러리로,1
737,갤러리마레,4
738,갤러리마레서,1
739,갤러리아,1
740,갤러리아백화점,1
741,갤러리어클락,1
742,갤러리에,1
743,갤러리엑스가,1
744,갤러리인,1
745,갤러리처럼,1
746,갸우뚱거리게,1
747,거가,1
748,거고,1
749,거고요,1
750,거기에,1
751,거기에서,1
752,거냐,2
753,거는,1
754,거다,6
755,거다보니까,1
756,거대도시,1
757,거대한,1
758,거대했던,1
759,거동이,1
760,거두고,1
761,거두는,1
762,거둬,1
763,거뒀다,1
764,거듭,1
765,거듭났다,2
766,거듭될수록,1
767,거라고,6
768,거라며,1
769,거란,2
770,거래로,1
771,거래처까지,1
772,거론되고,1
773,거론하자,1
774,거론했는데,1
775,거리가,4
776,거리극,1
777,거리다,1
778,거리두기,12
779,거리두기가,6
780,거리두기로,1
781,거리라,1
782,거리로,1
783,거리를,4
784,거리와,1
785,거리의,1
786,거면,1
787,거문도에,1
788,거미,1
789,거미막,1
790,거부감이,1
791,거부당할,1
792,거부하는,2
793,거부한다,1
794,거부할,2
795,거세게,1
796,거수경례를,1
797,거슬린다고,1
798,거야,5
799,거였거든요,1
800,거였다,1
801,거였지,1
802,거예요,2
803,거울,1
804,거울이,1
805,거장,1
806,거장의,1
807,거절당했다,1
808,거점지였던,1
809,거죠,4
810,거주,1
811,거주하고,1
812,거주하는,1
813,거지,1
814,거짓말로,1
815,거짓말을,1
816,거짓말이,1
817,거짓을,1
818,거짓이다,1
819,거쳐,10
820,거치게,1
821,거치면서,1
822,거친,2
823,거침없이,1
824,걱정,4
825,걱정과,1
826,걱정돼서,1
827,걱정스러운,1
828,걱정은,1
829,걱정해,1
830,건강,3
831,건강감시센터의,1
832,건강검진,2
833,건강검진을,1
834,건강과,1
835,건강관리,1
836,건강관리를,1
837,건강관리에,1
838,건강권,1
839,건강권을,1
840,건강기능식품,1
841,건강기능식품을,1
842,건강메뉴를,1
843,건강보험,2
844,건강보험공단에서,1
845,건강보험심사평가원,1
846,건강보험심사평가원에,3
847,건강보험이,1
848,건강식의,1
849,건강식품,1
850,건강식품을,1
851,건강에,12
852,건강은,2
853,건강을,8
854,건강의,1
855,건강하게,6
856,건강하다,1
857,건강한,9
858,건강해지는,1
859,건너,1
860,건너갔는지,1
861,건너기만,1
862,건너보면,1
863,건너와,1
864,건너편에,1
865,건네며,1
866,건네받은,1
867,건네자,1
868,건당,1
869,건데,3
870,건데요,2
871,건도,1
872,건드리지,1
873,건립된,1
874,건립에,1
875,건립했다고,1
876,건물,1
877,건물들이,1
878,건물이,1
879,건물이지만,1
880,건보공단,1
881,건보공단서,2
882,건삼,1
883,건설,2
884,건설되었다,1
885,건설에,1
886,건설을,3
887,건설하겠다,1
888,건설하면,1
889,건성안을,1
890,건수가,1
891,건수는,1
892,건에,1
893,건에서,1
894,건으로,4
895,건은,1
896,건이었다,1
897,건이었으나,1
898,건조한,1
899,건조해지고,1
900,건조해지기,1
901,건조해지지,2
902,건축,2
903,건축물인,1
904,건축시뮬레이션,1
905,걷는,3
906,걷는다,1
907,걷다,1
908,걷어붙이고,1
909,걷히고,1
910,걷히면서,1
911,걸,30
912,걸다,1
913,걸러,1
914,걸려,1
915,걸려오는,1
916,걸려있었다,1
917,걸렸다가,1
918,걸렸던,1
919,걸렸습니다,1
920,걸로,3
921,걸리고,1
922,걸리기,1
923,걸리는,2
924,걸리는데,1
925,걸리면서,1
926,걸린,5
927,걸린다,1
928,걸릴,19
929,걸맞은,2
930,걸어,1
931,걸어가겠다,1
932,걸어가고,1
933,걸어가는,1
934,걸어도,1
935,걸었다,1
936,걸을,1
937,걸음,1
938,걸음걸이,1
939,걸음마를,1
940,걸자,1
941,걸자마자,1
942,걸쳐,8
943,걸출한,1
944,걸치거나,1
945,걸친,2
946,걸핏하면,1
947,검문은,1
948,검문을,2
949,검사,11
950,검사가,3
951,검사나,2
952,검사는,2
953,검사로,1
954,검사를,17
955,검사에서,1
956,검사와,1
957,검사자가,1
958,검사하고,1
959,검색,1
960,검색만,1
961,검색하면,2
962,검색해,7
963,검열을,1
964,검열의,1
965,검은색,2
966,검은색을,1
967,검정화면에,1
968,검증되지,2
969,검증된,2
970,검지가,2
971,검지보다,1
972,검지와,1
973,검진,9
974,검진을,3
975,검진표와,1
976,검진하면서,1
977,검찰,2
978,검찰에,1
979,검출됐다,1
980,검출된,2
981,검토,1
982,검토를,1
983,검토하겠다,1
984,검토하고,1
985,검토하기로,1
986,검토하는,1
987,검토한,1
988,검토해나갈,1
989,겁내는,1
990,겁니다,4
991,것과,2
992,것과는,1
993,것까지,2
994,것도,26
995,것들을,4
996,것들의,1
997,것만으로는,1
998,것만으로도,1
999,것만이,1
1000,것만큼,1
1001,것보다,2
1002,것보다는,1
1003,것보다도,1
1004,것부터,1
1005,것뿐,1
1006,것에,8
1007,것에는,1
1008,것에서,1
1009,것의,1
1010,것이고,3
1011,것이기,2
1012,것이라,1
1013,것이라고,4
1014,것이라는,4
1015,것이라며,2
1016,것이란,4
1017,것이며,2
1018,것이었습니다,1
1019,것이지,1
1020,것인데,1
1021,것인지도,1
1022,것인지에,1
1023,것임을,2
1024,것입니다,2
1025,것조차도,1
1026,것처럼,8
1027,겉보기에도,1
1028,겉으로는,1
1029,게시,1
1030,게시글이,1
1031,게시를,1
1032,게시물에,1
1033,게시물에는,1
1034,게시물을,1
1035,게시물의,1
1036,게시물이,1
1037,게시에,1
1038,게시의,2
1039,게시판에,1
1040,게시판을,1
1041,게을러지지,1
1042,게이츠가,1
1043,게이트웨이,1
1044,게임,12
1045,게임당,2
1046,게임에는,1
1047,게임으로,1
1048,게임을,1
1049,게임의,2
1050,게임이,2
1051,게임처럼,1
1052,게재됐다,4
1053,게재된,1
1054,게재될,1
1055,게재했다,2
1056,게티이미지뱅크,15
1057,겐조,1
1058,겨냥한,3
1059,겨냥해,1
1060,겨누거나,1
1061,겨울,2
1062,겨울왕국,2
1063,겨울철에는,1
1064,겨울휴가를,1
1065,격려하고,1
1066,격리,4
1067,격리가,1
1068,격리된,1
1069,격리면제,1
1070,격리의무,10
1071,격리의무를,2
1072,격변기에,1
1073,격양된,1
1074,격을,2
1075,격의,2
1076,격하게,1
1077,격한,4
1078,겪게,3
1079,겪고,3
1080,겪기,2
1081,겪는,7
1082,겪는다,1
1083,겪어,1
1084,겪었다,2
1085,겪으면서도,1
1086,겪으셨고,1
1087,겪은,4
1088,겪을,3
1089,견딜,1
1090,결과가,15
1091,결과는,2
1092,결과다,1
1093,결과도,6
1094,결과라고,1
1095,결과라는,1
1096,결과로,2
1097,결과로도,1
1098,결과를,13
1099,결과물,1
1100,결과에,2
1101,결과였음이,1
1102,결과와,3
1103,결과이다,2
1104,결과적으론,1
1105,결국엔,2
1106,결례와도,1
1107,결론을,1
1108,결론이다,1
1109,결말을,1
1110,결말이나,1
1111,결산,1
1112,결산을,1
1113,결석이,1
1114,결성하여,1
1115,결성해,2
1116,결실이었을까,1
1117,결심,4
1118,결심뿐만,1
1119,결심해,1
1120,결여를,3
1121,결정,2
1122,결정과,1
1123,결정된다,1
1124,결정에,2
1125,결정으로,2
1126,결정을,2
1127,결정이,1
1128,결정적,1
1129,결정적인,1
1130,결정하고,1
1131,결정하는,1
1132,결정하는지,1
1133,결정한다,2
1134,결정할,2
1135,결정했다,5
1136,결코,2
1137,결핍,3
1138,결핍의,1
1139,결핍이,1
1140,결핍증은,1
1141,결핍증을,1
1142,결핍증이,1
1143,결합,1
1144,결합한,1
1145,결합한다,1
1146,결핵과,1
1147,결혼,2
1148,결혼생활에,1
1149,결혼생활이,2
1150,결혼식,7
1151,결혼식에,1
1152,결혼식에서,1
1153,결혼식을,1
1154,결혼식이,1
1155,결혼식이었다,1
1156,결혼에,3
1157,결혼은,1
1158,결혼을,5
1159,결혼의,2
1160,결혼정보업체,2
1161,결혼정보회사,3
1162,결혼한,1
1163,결혼해,1
1164,결혼했다,1
1165,결혼했으며,1
1166,결혼희망,2
1167,겸,6
1168,겸하고,1
1169,겸허히,1
1170,겹쳐,2
1171,겹치기,1
1172,겹치면서,1
1173,경,1
1174,경계가,2
1175,경계로,1
1176,경계를,1
1177,경계에서,2
1178,경고,1
1179,경고문이,1
1180,경고한다,1
1181,경과,2
1182,경과가,1
1183,경관,1
1184,경관을,1
1185,경관적,1
1186,경구,1
1187,경기,45
1188,경기가,1
1189,경기남부와,2
1190,경기도,3
1191,경기도교육청이,1
1192,경기도교육청평화교육원에서,1
1193,경기도와,1
1194,경기도학생교육원에서,1
1195,경기로,1
1196,경기를,11
1197,경기별곡,1
1198,경기북부와,1
1199,경기수,1
1200,경기에,1
1201,경기에서,5
1202,경기였던,1
1203,경기와,1
1204,경기장에,1
1205,경기하는,1
1206,경남,8
1207,경남대,1
1208,경남도민일보에,1
1209,경남방송을,1
1210,경남을,1
1211,경내에도,1
1212,경락,1
1213,경력을,1
1214,경련이,1
1215,경로,1
1216,경마장에서,2
1217,경매에,1
1218,경매장에,1
1219,경멸적,1
1220,경미한,1
1221,경보가,1
1222,경복궁,1
1223,경봉수,1
1224,경북,21
1225,경북은,2
1226,경북의,1
1227,경사,1
1228,경사를,1
1229,경사진,1
1230,경산,3
1231,경상도,1
1232,경상도와,1
1233,경연,1
1234,경연을,1
1235,경영,1
1236,경영을,1
1237,경영의,1
1238,경영이념,1
1239,경영참가형,1
1240,경영학과,1
1241,경우가,14
1242,경우는,6
1243,경우다,2
1244,경우도,11
1245,경우라면,2
1246,경우로,3
1247,경우를,2
1248,경우에,4
1249,경우에는,8
1250,경우에도,3
1251,경우엔,2
1252,경우와,1
1253,경우이고,1
1254,경우이기,1
1255,경유하거나,1
1256,경이로운,1
1257,경쟁,3
1258,경쟁력,1
1259,경쟁력을,5
1260,경쟁사,1
1261,경쟁에서,1
1262,경쟁을,1
1263,경쟁이,1
1264,경쟁하고,1
1265,경쟁할,1
1266,경제,3
1267,경제가,1
1268,경제는,1
1269,경제를,2
1270,경제에,2
1271,경제의,1
1272,경제적,6
1273,경제적으로,1
1274,경제정보,5
1275,경제체제를,1
1276,경제학자,1
1277,경제효과가,1
1278,경조사는,1
1279,경조사를,1
1280,경조사비,2
1281,경조사비는,1
1282,경조사비만,1
1283,경주,1
1284,경주마,1
1285,경주에,1
1286,경증,1
1287,경지를,2
1288,경찰,6
1289,경찰에,4
1290,경찰은,2
1291,경찰을,1
1292,경찰의,1
1293,경치도,1
1294,경쾌한,1
1295,경품을,1
1296,경피적,6
1297,경합,1
1298,경향닷컴,17
1299,경향도,1
1300,경향신문,17
1301,경험,3
1302,경험과,3
1303,경험들,1
1304,경험에,1
1305,경험으로,2
1306,경험의,1
1307,경험이,6
1308,경험하는,1
1309,경험하며,2
1310,경험한,3
1311,경험한다,1
1312,경험할,1
1313,경험합니다,1
1314,경험해본,1
1315,경험해볼,1
1316,경험했다,1
1317,경험했습니다,1
1318,경희대병원,1
1319,경희대학교,1
1320,곁들여,1
1321,곁들이기,1
1322,곁으로,1
1323,계간지,1
1324,계곡,2
1325,계곡이,1
1326,계기,2
1327,계기가,2
1328,계기는,1
1329,계기들이,1
1330,계기로,3
1331,계기를,1
1332,계량,1
1333,계량컵,2
1334,계산식은,1
1335,계산으로,1
1336,계셨다,1
1337,계속,19
1338,계속되겠고요,2
1339,계속되는,1
1340,계속되다,1
1341,계속됩니다,2
1342,계속하겠습니다,1
1343,계속할,2
1344,계속해,1
1345,계속해서,7
1346,계시겠지만,1
1347,계시나요,2
1348,계시다고,1
1349,계신다는,1
1350,계신분들은,1
1351,계약,1
1352,계약금을,1
1353,계약을,1
1354,계약이,2
1355,계열,1
1356,계열사로,1
1357,계열에,1
1358,계절에,1
1359,계절이,1
1360,계정에,1
1361,계정은,1
1362,계정을,2
1363,계정이,1
1364,계좌로,1
1365,계층을,1
1366,계획,12
1367,계획된,1
1368,계획을,5
1369,계획이,2
1370,계획이다,9
1371,계획이라고,1
1372,계획이었다,1
1373,계획인데요,1
1374,계획입니다,3
1375,계획하는,1
1376,계획했다,1
1377,고가,1
1378,고가로,1
1379,고개를,4
1380,고객,4
1381,고객과,1
1382,고객들은,1
1383,고객들을,2
1384,고객들의,1
1385,고객들이,3
1386,고객에,1
1387,고객에게,1
1388,고객은,4
1389,고객을,2
1390,고객의,1
1391,고객이,3
1392,고객층으로,1
1393,고건,1
1394,고경범,1
1395,고고미술사학과,1
1396,고고학,1
1397,고관절,1
1398,고교,1
1399,고구마,2
1400,고구마계의,1
1401,고국,2
1402,고국에서,1
1403,고국으로,1
1404,고국은,2
1405,고국이,2
1406,고군분투한,1
1407,고궁박물관특별전,1
1408,고글,1
1409,고급,2
1410,고급스러운,1
1411,고급스러움을,1
1412,고기,1
1413,고기압이,1
1414,고난에,2
1415,고달픈,1
1416,고대,1
1417,고대를,1
1418,고대하던,1
1419,고도근시,1
1420,고독사,2
1421,고독사가,1
1422,고독사는,3
1423,고독사를,1
1424,고독을,1
1425,고독하게,1
1426,고독한,2
1427,고되지,1
1428,고등교육부,1
1429,고등교육을,1
1430,고등학교를,2
1431,고등학교에,1
1432,고등학생이,1
1433,고락셉,1
1434,고래,1
1435,고래와,1
1436,고래잡이와,1
1437,고레에다,5
1438,고려대,1
1439,고려대안암병원,4
1440,고려말,1
1441,고려시대,2
1442,고려시대에는,2
1443,고려의,1
1444,고려하고,1
1445,고려하여,1
1446,고려하지,1
1447,고려해,2
1448,고려해야,3
1449,고려했다고,1
1450,고령,1
1451,고령으로,1
1452,고령층,1
1453,고령층도,1
1454,고령화,1
1455,고루,1
1456,고르게,2
1457,고리가,1
1458,고립감,1
1459,고립화에,1
1460,고마움을,1
1461,고마웠다,1
1462,고마웠던,1
1463,고맙네요,1
1464,고맙다,1
1465,고맙다는,1
1466,고무같이,1
1467,고물가와,1
1468,고민도,1
1469,고민되는,1
1470,고민을,7
1471,고민이,4
1472,고민이라면,1
1473,고민해온,1
1474,고밀도,1
1475,고밀도는,1
1476,고발한,1
1477,고발한다,2
1478,고발했던,1
1479,고백에,1
1480,고분고분함,3
1481,고생이,1
1482,고생하는,2
1483,고석훈,1
1484,고섬유질,1
1485,고성군,1
1486,고성에,1
1487,고성에서,2
1488,고성은,1
1489,고성의,1
1490,고소장을,1
1491,고소하겠다고,1
1492,고순도,4
1493,고순도로써,1
1494,고시원으로,1
1495,고양시,1
1496,고양의,1
1497,고양이,5
1498,고양이가,3
1499,고양이는,1
1500,고양이들은,1
1501,고양이들이,1
1502,고양이에,1
1503,고양이와,1
1504,고양이의,2
1505,고열량,4
1506,고온현상은,1
1507,고요,1
1508,고요하고,1
1509,고용해,1
1510,고우세요,1
1511,고운,1
1512,고원의,1
1513,고위공무원과,1
1514,고위험군,1
1515,고위험군은,2
1516,고유,2
1517,고유의,1
1518,고의는,1
1519,고이거나,1
1520,고이기도,1
1521,고이는,1
1522,고인은,2
1523,고임금으로,1
1524,고장이다,1
1525,고전에,1
1526,고전한,1
1527,고정,1
1528,고정관념을,1
1529,고정돼,1
1530,고정되는,1
1531,고정되어,1
